Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches
Oswald Peraza,NYY,AAA,22,429,0.07925408,0.23310023,0.34,0.25906736,0.32943925,0.44818653,0.77762578,0.18911917,5.73903771,0.30223881,3.506109988,59.1701514,3.11196873,0.343404345,105.5513193,22823,0.30223881,0.92241379,0.19494585,0.38628159,0.41877256,0.26724138,0.1637931,0.50526316,0.24912281,0.24561404,0.14368932,557,988,1545
Lenyn Sosa,CHW,"AA,AAA",22,536,0.07276119,0.15485075,0.46987952,0.31469979,0.36940299,0.51138716,0.88079015,0.19668737,3.06421169,0.3359375,-2.410804341,91.39147072,21.38962994,0.384909548,130.5618665,22896,0.3359375,1.09395973,0.2160804,0.40954774,0.37437186,0.14765101,0.15436242,0.45073892,0.22167488,0.32758621,0.09827496,687,1226,1913
Israel Pineda,WSN,"A+,AA,AAA",22,400,0.09,0.2375,0.37894737,0.25833333,0.325,0.45833333,0.78333333,0.2,3.873583908,0.30555556,-0.983828936,56.64248814,5.393352,0.347553276,110.7667289,22906,0.30555556,1.3258427,0.20384615,0.45384615,0.34230769,0.12359551,0.17977528,0.49442379,0.23420074,0.27137546,0.12749517,559,994,1553
Yainer Diaz,HOU,"AA,AAA",23,486,0.06995885,0.16255144,0.43037975,0.30561798,0.35596708,0.54157303,0.89754011,0.23595505,4.381049924,0.32173913,-0.28413695,84.48006829,14.70225065,0.383765225,121.0616661,23003,0.32173913,1.81443299,0.24793388,0.48484848,0.26721763,0.12371134,0.25773196,0.44474394,0.23989218,0.31536388,0.12827822,597,1157,1754
Ryan Dorow,TEX,AAA,26,424,0.10377358,0.22877358,0.45360825,0.23719677,0.32227488,0.35309973,0.67537461,0.11590296,4.358101344,0.30258303,-1.631201347,44.54239494,-17.47922808,0.305611369,71.81752552,23559,0.30258303,1.05940594,0.23247232,0.39483395,0.37269373,0.1980198,0.05940594,0.36917563,0.24731183,0.38351254,0.11342735,635,996,1631
Jordan Groshans,TOR,"A,AAA",22,432,0.12731481,0.16203704,0.78571429,0.26344086,0.3587963,0.33064516,0.68944146,0.0672043,2.910001905,0.31456954,-0.430743106,52.16136445,-4.043864204,0.32300537,92.60837092,23794,0.31456954,1.34042553,0.26666667,0.42,0.31333333,0.12765957,0.03191489,0.3704918,0.23934426,0.39016393,0.0932768,692,959,1651
Ji Hwan Bae,PIT,AAA,22,473,0.10147992,0.16913319,0.6,0.28878282,0.36228814,0.42959427,0.79188241,0.14081145,7.843624995,0.33832335,1.328610386,69.17205779,7.364317925,0.353218536,111.9148798,23818,0.33832335,1.51886792,0.18348624,0.49235474,0.32415902,0.13207547,0.0754717,0.33628319,0.23893805,0.42477876,0.08473625,668,1114,1782
Liover Peguero,PIT,AA,21,521,0.05566219,0.21305182,0.26126126,0.25879917,0.30501931,0.38716356,0.69218287,0.12836439,7.255556591,0.31593407,2.194562823,57.36705597,-7.736951508,0.306337745,88.11601343,24273,0.31593407,1.04697987,0.16438356,0.42739726,0.40821918,0.30872483,0.06711409,0.44591029,0.2585752,0.29551451,0.13209549,634,1251,1885
Travis Swaggerty,PIT,AAA,24,458,0.12445415,0.25545852,0.48717949,0.25376884,0.34792123,0.39949749,0.74741872,0.14572865,7.068335869,0.33699634,0.746122957,60.92069892,1.073035368,0.337607997,101.7929445,24491,0.33699634,1.62790698,0.18996416,0.50179211,0.30824373,0.18604651,0.10465116,0.42907801,0.25886525,0.31205674,0.14018161,691,1071,1762
Logan O'Hoppe,PHI,AA,22,447,0.15659955,0.1655481,0.94594595,0.28333333,0.41610738,0.54444444,0.96055182,0.26111111,3.726760157,0.28897338,-1.402171502,90.19198354,33.60404067,0.41913111,158.9177606,24729,0.28897338,0.80916031,0.14748201,0.38129496,0.47122302,0.18320611,0.19847328,0.50865052,0.28027682,0.21107266,0.075054,796,1056,1852
James Outman,LAD,"AA,AAA",25,559,0.12522361,0.27191413,0.46052632,0.29386892,0.39247312,0.58562368,0.9780968,0.29175476,6.934929397,0.36610169,-0.236742351,113.3206233,33.06125944,0.415713385,141.1461747,24770,0.36610169,0.76984127,0.303125,0.303125,0.39375,0.13492063,0.24603175,0.44409938,0.2826087,0.27329193,0.1196347,875,1315,2190
David Hensley,HOU,AAA,26,464,0.17241379,0.22198276,0.77669903,0.29815303,0.42025862,0.47757256,0.89783118,0.17941953,6.479042908,0.38289963,-0.280546303,88.42067635,20.54795683,0.397963348,130.2742501,25111,0.38289963,1.92857143,0.24632353,0.49632353,0.25735294,0.14285714,0.14285714,0.37275986,0.29390681,0.33333333,0.06885759,854,1063,1917
Peyton Burdick,MIA,AAA,25,430,0.12325581,0.27906977,0.44166667,0.21428571,0.32634033,0.40934066,0.73568099,0.19505495,7.819965671,0.27155172,0.435881473,54.22499133,-1.963863094,0.329452501,96.50488853,25459,0.27155172,0.78571429,0.17695473,0.36213992,0.46090535,0.19642857,0.13392857,0.43724696,0.2388664,0.32388664,0.17906836,630,1023,1653
Korey Lee,HOU,AAA,23,446,0.08071749,0.28475336,0.28346457,0.23762376,0.30717489,0.48267327,0.78984816,0.24504951,6.54247773,0.28063241,1.477567899,58.5701368,-6.669589301,0.333984055,89.77679751,25543,0.28063241,0.95238095,0.24354244,0.36900369,0.38745387,0.23809524,0.23809524,0.50719424,0.26618705,0.22661871,0.16628176,607,1125,1732
Will Brennan,CLE,"AA,AAA",24,590,0.08474576,0.11694915,0.72463768,0.31439394,0.37118644,0.47916667,0.85035311,0.16477273,5.547407367,0.33626374,1.481250499,96.44035642,20.24081269,0.372992444,126.7117189,25660,0.33626374,1.39726027,0.23580786,0.44541485,0.31877729,0.18493151,0.0890411,0.34754797,0.23667377,0.41577825,0.08284024,810,1387,2197
Michael Toglia,COL,"AA,AAA",23,495,0.12121212,0.3010101,0.40268456,0.24941725,0.34141414,0.51048951,0.85190365,0.26107226,4.333525478,0.30314961,-0.291382496,79.89378982,16.43990681,0.366276314,124.5560231,25845,0.30314961,0.99090909,0.21785714,0.38928571,0.39285714,0.16363636,0.27272727,0.49647887,0.26408451,0.23943662,0.13362488,815,1243,2058
Vaughn Grissom,ATL,"A+,AA",21,442,0.08144796,0.12217195,0.66666667,0.32390746,0.40497738,0.49357326,0.89855064,0.1696658,6.554809119,0.34890966,2.019015684,83.64425561,26.44768539,0.407385753,146.2376404,26031,0.34890966,1.14529915,0.22769231,0.41230769,0.36,0.21367521,0.11965812,0.50149254,0.2238806,0.27462687,0.10490798,602,1028,1630
Francisco Alvarez,NYM,"AA,AAA",20,495,0.14141414,0.24848485,0.56910569,0.26034063,0.37373737,0.51094891,0.88468628,0.25060828,1.476190455,0.29962547,-0.936493742,85.62483305,22.63308056,0.383765409,136.1983894,26121,0.29962547,0.975,0.1799308,0.40484429,0.41522491,0.15833333,0.225,0.49829352,0.26279863,0.23890785,0.15482503,750,1136,1886
Brett Baty,NYM,"AA,AAA",22,420,0.11666667,0.24761905,0.47115385,0.31491713,0.40952381,0.53314917,0.94267298,0.21823204,2.640981096,0.39748954,-2.239696056,83.46473128,30.83314101,0.41406356,158.6432249,26123,0.39748954,1.42857143,0.26086957,0.43478261,0.30434783,0.03896104,0.24675325,0.42801556,0.28015564,0.29182879,0.13012048,631,1029,1660
Kyle Stowers,BAL,AAA,24,407,0.11056511,0.25552826,0.43269231,0.26361032,0.35714286,0.52722063,0.88436349,0.26361031,4.422454187,0.3173913,-1.023048502,69.13124219,15.94783812,0.381089455,129.9864937,26151,0.3173913,1,0.24793388,0.37603306,0.37603306,0.14285714,0.20879121,0.4291498,0.25101215,0.31983806,0.15097915,598,985,1583
Gunnar Henderson,BAL,"AA,AAA",21,503,0.15705765,0.2306163,0.68103448,0.2972973,0.41550696,0.53071253,0.94621949,0.23341523,8.135419195,0.36428571,1.934186318,98.84504849,34.3052618,0.412347055,153.5680839,26289,0.36428571,1.36734694,0.20274914,0.4604811,0.33676976,0.14285714,0.19387755,0.45150502,0.25083612,0.29765886,0.11001965,869,1167,2036
Spencer Steer,MIN,"AA,AAA",24,492,0.10365854,0.18089431,0.57303371,0.27400468,0.36382114,0.51522248,0.87904362,0.2412178,4.256116047,0.29559748,-1.581113064,84.30310492,18.34526799,0.382884873,127.4017709,26323,0.29559748,0.92086331,0.20771513,0.37982196,0.41246291,0.21582734,0.16546763,0.49853372,0.23460411,0.26686217,0.08870968,778,1206,1984
Matt Wallner,MIN,"AA,AAA",24,571,0.16987741,0.29772329,0.57058824,0.27729258,0.41155867,0.54148472,0.95304339,0.26419214,5.045726998,0.37593985,-1.814783347,113.3093815,35.04050118,0.414087529,144.1502132,26466,0.37593985,0.81578947,0.28125,0.32291667,0.39583333,0.16666667,0.23684211,0.50171821,0.24398625,0.25429553,0.16870096,959,1335,2294
Alec Burleson,STL,AAA,23,470,0.06170213,0.14255319,0.43283582,0.33101852,0.37234043,0.53240741,0.90474784,0.20138889,3.832999384,0.35042735,-0.182777227,84.25820396,22.84247936,0.392204002,137.1932099,27615,0.35042735,1.37068966,0.25474255,0.43089431,0.31436314,0.15517241,0.17241379,0.38172043,0.27150538,0.34677419,0.11489362,529,1116,1645
Anthony Prato,MIN,"A+,AA",24,565,0.11858407,0.2300885,0.51538462,0.2851153,0.38297872,0.44444444,0.82742316,0.15932914,7.798591328,0.36627907,0.510796386,92.82975676,16.72480597,0.376671038,122.2627689,sa1052903,0.36627907,0.97761194,0.24068768,0.37535817,0.38395415,0.1641791,0.07462687,0.41853933,0.25561798,0.3258427,0.09439788,908,1359,2267
TJ Hopkins,CIN,"AA,AAA",25,528,0.09090909,0.27651515,0.32876712,0.25910064,0.33333333,0.45824411,0.79157744,0.19914347,4.311916316,0.32679739,-1.711848767,73.59695042,4.658469368,0.349576538,106.7588114,sa1053018,0.32679739,0.91111111,0.18867925,0.38679245,0.4245283,0.14814815,0.15555556,0.41945289,0.27963526,0.30091185,0.14114833,800,1290,2090
Marty Bechina,OAK,"A+,AA,AAA",25,408,0.11029412,0.31617647,0.34883721,0.22126437,0.33251232,0.35057471,0.68308703,0.12931034,5.122453046,0.32701422,-2.310972578,46.597768,-10.2506221,0.319809539,83.05886445,sa1053075,0.32701422,1.18987342,0.21004566,0.42922374,0.36073059,0.39240506,0.10126582,0.47488584,0.26027397,0.26484018,0.12233122,644,1089,1733
Spencer Horwitz,TOR,"AA,AAA",24,483,0.15113872,0.19668737,0.76842105,0.27543424,0.39130435,0.4516129,0.84291725,0.17617866,4.365583223,0.33221477,-0.486866568,80.80542561,19.29605347,0.377191993,131.960689,sa1115496,0.33221477,1.47916667,0.22222222,0.46405229,0.31372549,0.1875,0.125,0.48387097,0.19677419,0.31935484,0.10115752,823,1164,1987
Seth Gray,MIN,"A+,AA",24,506,0.09881423,0.32608696,0.3030303,0.23690205,0.33596838,0.38952164,0.72549002,0.15261959,4.593864743,0.3372093,-0.678583989,65.49749592,2.612498941,0.335059176,104.7714143,sa1115752,0.3372093,1.0733945,0.16296296,0.43333333,0.4037037,0.13761468,0.1559633,0.45090909,0.27636364,0.27272727,0.17125689,762,1235,1997
Dominic Fletcher,ARI,"AA,AAA",24,591,0.09306261,0.19120135,0.48672566,0.31166348,0.3779661,0.48565966,0.86362576,0.17399618,6.146314982,0.37283951,-3.107212394,99.97692807,14.22527939,0.377149264,116.8755949,sa1115778,0.37283951,1.27480916,0.27317073,0.40731707,0.3195122,0.13740458,0.09160305,0.3277512,0.23684211,0.4354067,0.08796499,799,1486,2285
Kyle McCann,OAK,"AA,AAA",24,458,0.12227074,0.33406114,0.36601307,0.23350254,0.33842795,0.44416244,0.78259039,0.2106599,2.949646763,0.32126697,-0.31179446,64.63345806,-0.247019698,0.349875934,99.6952642,sa1159677,0.32126697,1.28571429,0.19665272,0.45188285,0.35146444,0.19047619,0.25,0.47933884,0.23966942,0.28099174,0.17505353,754,1114,1868
Colin Simpson,COL,A+,25,373,0.09651475,0.20911528,0.46153846,0.3,0.36997319,0.53030303,0.90027622,0.23030303,5.896018729,0.34309623,-0.053034957,68.73556524,21.68535694,0.396183355,146.0898213,sa1159681,0.34309623,0.71052632,0.22,0.324,0.456,0.22807018,0.14912281,0.47081712,0.28404669,0.24513619,0.12543074,558,893,1451
Quincy McAfee,CIN,"A+,AA",24,384,0.11979167,0.2578125,0.46464646,0.21118012,0.32552083,0.32919255,0.65471338,0.11801243,3.449596577,0.27272727,-2.280538992,40.10711318,-9.423612333,0.307961753,81.0664713,sa1159899,0.27272727,0.89361702,0.20535714,0.375,0.41964286,0.20212766,0.08510638,0.46491228,0.22807018,0.30701754,0.10843373,630,947,1577
Beau Philip,ATL,A+,23,449,0.13808463,0.29175947,0.47328244,0.22133333,0.33705357,0.34133333,0.6783869,0.12,4.173616037,0.29957806,0.244204628,53.45619506,-4.500958005,0.320868753,92.23399051,sa1169595,0.29957806,1.16326531,0.13469388,0.46530612,0.4,0.21428571,0.12244898,0.468,0.26,0.272,0.13117547,713,1048,1761
Matthew Lugo,BOS,"A+,AA",21,524,0.06679389,0.19847328,0.33653846,0.28242678,0.33843212,0.4916318,0.83006392,0.20920502,7.439567394,0.32590529,-0.112753562,82.77177867,15.18303641,0.36841886,122.3419823,sa1169598,0.32590529,1.02684564,0.18378378,0.41351351,0.4027027,0.19463087,0.12080537,0.42970822,0.22015915,0.35013263,0.15153173,602,1226,1828
Tyler Callihan,CIN,"A,A+",22,361,0.07479224,0.22160665,0.3375,0.25,0.31111111,0.39634146,0.70745257,0.14634146,7.191118869,0.30864198,1.108175773,42.99943363,-0.900094819,0.323832227,98.194896,sa1169610,0.30864198,1.1011236,0.23673469,0.4,0.36326531,0.2247191,0.07865169,0.41434263,0.26693227,0.3187251,0.13097072,455,843,1298
Marcus Smith,TEX,A,21,385,0.17142857,0.42337662,0.40490798,0.17880795,0.33595801,0.2615894,0.59754741,0.08278145,6.997789999,0.35251799,4.462518917,41.06554085,-9.003182708,0.306215553,82.01834985,sa1169620,0.35251799,1.52083333,0.15384615,0.51048951,0.33566434,0.0625,0.10416667,0.42281879,0.2885906,0.2885906,0.12112676,772,1003,1775
LJ Talley,TOR,"AA,AAA",25,444,0.09009009,0.1981982,0.45454545,0.26395939,0.33783784,0.41878173,0.75661957,0.15482234,5.915315882,0.30872483,1.08388925,58.89943711,1.458094891,0.336112799,102.3124146,sa1169773,0.30872483,1.125,0.27062706,0.38613861,0.34323432,0.21153846,0.11538462,0.3961039,0.28246753,0.32142857,0.08940397,690,1122,1812
Ryan Ward,LAD,AA,24,506,0.0770751,0.22924901,0.3362069,0.25490196,0.31881188,0.48583878,0.80465066,0.23093682,4.039929593,0.2807571,-0.205813691,71.22891679,-0.299137532,0.349656991,99.58178992,sa1169792,0.2807571,1.00729927,0.18879056,0.40707965,0.40412979,0.18248175,0.20437956,0.43148688,0.28279883,0.28571429,0.13361839,677,1194,1871
Clay Dungan,KCR,AAA,26,515,0.09126214,0.19417476,0.47,0.2079646,0.29434698,0.3340708,0.62841778,0.1261062,6.904911024,0.24495677,1.601727691,46.43940233,-20.85655122,0.287045033,69.00771871,sa1169803,0.24495677,0.92810458,0.15714286,0.40571429,0.43714286,0.20261438,0.05882353,0.41504178,0.22284123,0.36211699,0.08350305,772,1192,1964
Cody Milligan,ATL,"A+,AA",23,575,0.14086957,0.18086957,0.77884615,0.29606625,0.39652174,0.38095238,0.77747412,0.08488613,6.779079008,0.3671875,2.211572577,86.97969623,12.30173464,0.363608367,116.6793903,sa1169818,0.3671875,1.43333333,0.22751323,0.45502646,0.31746032,0.09166667,0.01666667,0.34375,0.23958333,0.41666667,0.09472702,862,1281,2143
Nick Sogard,BOS,"AA,AAA",24,472,0.12923729,0.18644068,0.69318182,0.25436409,0.35881104,0.34912718,0.70793822,0.09476309,5.679608935,0.31410256,0.83433125,59.58592287,-0.74881415,0.327914638,98.93345801,sa1169919,0.31410256,1.17241379,0.20253165,0.43037975,0.36708861,0.18965517,0.03448276,0.41009464,0.23343849,0.35646688,0.07832618,780,1084,1864
Aaron Shackelford,PIT,"AA,AAA",25,459,0.08714597,0.29411765,0.2962963,0.23244552,0.30567686,0.48184019,0.78751705,0.24939467,5.407915491,0.27667984,0.741339757,63.34361452,5.895716134,0.340568826,110.5663517,sa1169950,0.27667984,0.8852459,0.16666667,0.39130435,0.44202899,0.18032787,0.21311475,0.53928571,0.22857143,0.23214286,0.15679639,631,1142,1773
Brett Wisely,TBR,"AA,AAA",23,523,0.12045889,0.21032505,0.57272727,0.27272727,0.36590038,0.45454545,0.82044583,0.18181818,7.510710897,0.32826748,0.185644913,80.27445119,11.9992475,0.367105749,117.577774,sa1170003,0.32826748,0.68823529,0.15835777,0.3431085,0.49853372,0.11764706,0.08823529,0.43641618,0.24855491,0.3150289,0.1203424,786,1200,1986
Cam Devanney,MIL,"AA,AAA",25,515,0.09320388,0.21359223,0.43636364,0.26385809,0.34174757,0.49223947,0.83398704,0.22838138,3.891000283,0.29538462,-0.682461812,78.31936111,11.0841093,0.365059384,116.48335,sa1170010,0.29538462,0.79487179,0.18128655,0.3625731,0.45614035,0.16666667,0.1474359,0.44985673,0.25787966,0.29226361,0.13702172,712,1222,1934
Cade Marlowe,SEA,"AA,AAA",25,578,0.10726644,0.26989619,0.3974359,0.28657315,0.37716263,0.48697395,0.86413658,0.2004008,7.068263914,0.37037037,2.383324362,98.71618546,16.71516888,0.383048004,120.428056,sa1170288,0.37037037,1.14634146,0.22580645,0.41348974,0.36070381,0.13821138,0.18699187,0.47262248,0.28242075,0.24495677,0.1475261,844,1359,2203
Jake Means,KCR,AA,26,430,0.11395349,0.27674419,0.41176471,0.208,0.30697674,0.35466667,0.66164341,0.14666667,4.760341255,0.27235772,0.882691432,43.29946721,-17.48524299,0.304244606,71.23414271,sa1170316,0.27235772,1,0.25301205,0.37349398,0.37349398,0.31182796,0.11827957,0.47876448,0.22779923,0.29343629,0.1199284,639,1037,1676
Bryce Ball,CHC,AA,23,562,0.1227758,0.21530249,0.57024793,0.2654321,0.35650624,0.40534979,0.76185603,0.13991769,2.974409129,0.32960894,-2.898067318,76.69692081,3.33371806,0.347187472,104.5441283,sa1170451,0.32960894,1.248,0.22802198,0.42857143,0.34340659,0.208,0.088,0.47154472,0.24390244,0.28455285,0.10678277,881,1301,2182
Mason McCoy,SEA,AAA,27,503,0.09940358,0.2584493,0.38461538,0.25565611,0.332,0.47285068,0.80485068,0.21719457,7.263090875,0.31081081,2.332448339,70.48946142,-3.088077206,0.343504401,95.80296207,sa3002758,0.31081081,1.08695652,0.23566879,0.39808917,0.36624204,0.16521739,0.1826087,0.459375,0.25625,0.284375,0.11544228,762,1239,2001
Evan Mendoza,STL,AAA,26,421,0.13301663,0.13301663,1,0.24722222,0.34761905,0.325,0.67261905,0.07777778,4.830377995,0.28052805,0.61100872,47.88143388,-7.131374759,0.314850484,87.03688298,sa3002836,0.28052805,0.97391304,0.24834437,0.37086093,0.3807947,0.20869565,0.03478261,0.28802589,0.23624595,0.47572816,0.0672619,626,1054,1680
Luis Yanel Diaz,LAD,"A,A+",22,443,0.09706546,0.26410835,0.36752137,0.25449871,0.33257919,0.44730077,0.77987996,0.19280206,7.572091205,0.31538462,1.647650606,64.78484662,2.268033223,0.352928705,103.1575959,sa3002846,0.31538462,1.5862069,0.16044776,0.51492537,0.32462687,0.13793103,0.1954023,0.40217391,0.26086957,0.33695652,0.16387337,564,1047,1611
Robert Perez Jr.,SEA,"A,A+",22,568,0.125,0.25,0.5,0.28817204,0.39788732,0.52258065,0.92046797,0.23440861,4.94826634,0.3485342,-0.433387825,110.9076737,30.33458932,0.410581224,139.8484297,sa3002851,0.3485342,1.01550388,0.19504644,0.40557276,0.3993808,0.19379845,0.20930233,0.47904192,0.26347305,0.25748503,0.16136687,822,1285,2107
Carlos Luis,SDP,"A,A+",22,446,0.10089686,0.18609865,0.54216867,0.30534351,0.37668161,0.44020356,0.81688517,0.13486005,4.759436801,0.36893204,-0.145135519,73.92891108,10.3132182,0.375025074,115.3664439,sa3002860,0.36893204,2.09195402,0.13504823,0.585209,0.27974277,0.10344828,0.06896552,0.38412698,0.25079365,0.36507937,0.10657596,651,1113,1764
Ismael Alcantara,LAD,"A+,AA",23,404,0.06930693,0.26485149,0.26168224,0.1915493,0.27135678,0.30985915,0.58121593,0.11830985,6.898383668,0.24691358,-1.176682149,31.87577824,-18.73327801,0.270589145,61.77609671,sa3002862,0.24691358,1.66216216,0.18930041,0.50617284,0.30452675,0.14864865,0.10810811,0.44705882,0.26666667,0.28627451,0.13808901,544,984,1528
Rafael Lantigua,TOR,"AA,AAA",24,547,0.09689214,0.19195612,0.5047619,0.27402863,0.34552102,0.39263804,0.73815906,0.11860941,4.369538845,0.33421053,-3.310135644,71.37742202,2.002005696,0.332323534,103.0124167,sa3003219,0.33421053,1.64957265,0.17553191,0.51329787,0.31117021,0.17948718,0.05982906,0.45953003,0.23759791,0.30287206,0.11567517,817,1301,2118
Aldenis Sanchez,NYY,A+,23,363,0.11570248,0.2892562,0.4,0.25714286,0.34986226,0.30793651,0.65779877,0.05079365,6.531216977,0.37914692,1.45098121,41.43806471,-5.418163713,0.314870576,88.43662007,sa3003222,0.37914692,2.79545455,0.18536585,0.6,0.21463415,0.09090909,0.02272727,0.38497653,0.19248826,0.42253521,0.14505495,515,850,1365
Luis Mieses,CHW,"A+,AA",22,553,0.05063291,0.16636528,0.30434783,0.28433269,0.32549729,0.44680851,0.7723058,0.16247582,2.21814328,0.31961259,-0.777665904,76.62392296,5.093579175,0.345665023,107.1273874,sa3003274,0.31961259,1.22147651,0.20813397,0.4354067,0.35645933,0.23489933,0.10067114,0.44,0.25647059,0.30352941,0.14117043,591,1357,1948
Diego Infante,TBR,"A+,AA,AAA",22,473,0.09302326,0.28541226,0.32592593,0.2759434,0.34038055,0.43160377,0.77198432,0.15566037,4.943325538,0.37010676,-1.698946654,65.89530606,4.576945793,0.347684432,107.546492,sa3003280,0.37010676,1.46236559,0.18214286,0.48571429,0.33214286,0.13978495,0.13978495,0.36824324,0.26013514,0.37162162,0.14989177,657,1191,1848
Jose Peroza,NYM,A+,22,459,0.10457516,0.23965142,0.43636364,0.27135678,0.3558952,0.39949749,0.75539269,0.12814071,3.570474706,0.35087719,-0.642777695,64.5169903,5.269032038,0.347182963,108.8931875,sa3003288,0.35087719,1.10576923,0.23426573,0.4020979,0.36363636,0.17307692,0.07692308,0.40878378,0.26689189,0.32432432,0.15020946,606,1065,1671
Alexander Canario,CHC,"A+,AA,AAA",22,534,0.11048689,0.2752809,0.40136054,0.25215517,0.34333959,0.55603448,0.89937407,0.30387931,6.19911511,0.28268551,2.285049762,91.55566679,22.55506991,0.387709741,132.9340856,sa3003316,0.28268551,0.92537313,0.17571885,0.39616613,0.42811502,0.20895522,0.2761194,0.54658385,0.23602484,0.2173913,0.13397348,844,1343,2187
Wenceel Perez,DET,"A+,AA",22,407,0.1031941,0.14987715,0.68852459,0.29494382,0.36855037,0.53370787,0.90225824,0.23876405,7.500555271,0.31707317,0.656739539,72.40695592,21.92743846,0.392372632,143.4367873,sa3003326,0.31707317,0.83471074,0.25,0.34121622,0.40878378,0.18181818,0.11570248,0.44370861,0.2218543,0.33443709,0.08268734,603,945,1548
Sebastian Espino,TOR,AA,22,380,0.05789474,0.43684211,0.13253012,0.18079096,0.23421053,0.36440678,0.59861731,0.18361582,5.097604805,0.28571429,-0.427282102,28.0540702,-19.43061856,0.262277928,59.08024446,sa3003347,0.28571429,0.86419753,0.17032967,0.38461538,0.44505495,0.27160494,0.17283951,0.5026455,0.23809524,0.25925926,0.24513096,483,1006,1489
Kenneth Betancourt,LAD,"A,AA",22,402,0.08706468,0.1641791,0.53030303,0.27222222,0.3375,0.37222222,0.70972222,0.1,5.431360771,0.32081911,-0.009860212,50.99627978,-7.810951708,0.33198736,86.34144726,sa3003350,0.32081911,1.875,0.20962199,0.51546392,0.27491409,0.2125,0.05,0.36877076,0.22923588,0.40199336,0.09737029,508,899,1407
