Name,Team,Level,PA,BB%,K%,AVG,OBP,SLG,ISO,BABIP,wRC,wRAA,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,Pitches/PA
Jared Young,CHC,AAA,455,0.08791209,0.24175824,0.23,0.31125828,0.42,0.19,0.27075812,54.38312194,-5.07252635,0.321684962,91.46838611,0.22680412,0.43298969,0.34020619,0.16161616,0.43097643,0.24242424,0.32659933,0.12986236,1671,3.672527473
Brewer Hicklen,KCR,AAA,559,0.10375671,0.36135957,0.24791667,0.34767025,0.50208333,0.25416666,0.35968379,89.48242846,16.43691771,0.369546964,122.5022969,0.18705036,0.3705036,0.44244604,0.20325203,0.44522968,0.32508834,0.22968198,0.16217451,2189,3.915921288
Seth Beer,ARI,AAA,402,0.10945274,0.16915423,0.24169184,0.36069652,0.43504532,0.19335348,0.25882353,59.11405547,0.310535532,0.350969323,100.52809,0.19615385,0.43461538,0.36923077,0.11458333,0.38148148,0.24444444,0.37407407,0.125,1520,3.781094527
Jack Larsen,SEA,AA,528,0.13636364,0.20265152,0.26888889,0.37121212,0.40666667,0.13777778,0.33035714,77.77901384,3.141044104,0.357068688,104.2083729,0.23235294,0.42941176,0.33823529,0.17391304,0.46242775,0.21965318,0.31791908,0.09906817,2039,3.861742424
Carlos Perez,CHW,AAA,465,0.07311828,0.08602151,0.25358852,0.31612903,0.44976077,0.19617225,0.23415978,60.68673228,-0.075633549,0.334650861,99.87552567,0.18157895,0.4,0.41842105,0.30188679,0.52467532,0.1974026,0.27792208,0.06634499,1658,3.565591398
Ford Proctor,TBR,AAA,459,0.14814815,0.28976035,0.22916667,0.34792123,0.34895833,0.11979166,0.3153527,55.52522418,-6.669114603,0.321700149,88.42284242,0.15936255,0.57768924,0.26294821,0.12121212,0.34901961,0.26666667,0.38431373,0.14262821,1872,4.078431373
Esteury Ruiz,SDP,"AA,AAA",541,0.1219963,0.17375231,0.33180778,0.44736842,0.52631579,0.19450801,0.39209726,117.8730043,42.48395713,0.434206582,155.9342037,0.26843658,0.35988201,0.37168142,0.28571429,0.49142857,0.24285714,0.26571429,0.0994898,1960,3.622920518
Jonathan Aranda,TBR,AAA,465,0.09677419,0.21505376,0.31761787,0.39354839,0.52109181,0.20347394,0.37671233,86.26435881,25.50199298,0.39957107,141.9700461,0.25245902,0.43606557,0.31147541,0.15789474,0.38906752,0.25401929,0.35691318,0.07831646,1877,4.03655914
Bo Naylor,CLE,"AA,AAA",510,0.16078431,0.2372549,0.2626506,0.39215686,0.49638554,0.23373494,0.31768953,91.20718323,25.82123884,0.391014407,139.7033822,0.22147651,0.3590604,0.41946309,0.088,0.40133779,0.29431438,0.30434783,0.08588957,2119,4.154901961
Jerar Encarnacion,MIA,"AA,AAA",433,0.09699769,0.2817552,0.29427083,0.36258661,0.50520833,0.2109375,0.37142857,71.88810231,15.32521832,0.378481946,127.1066256,0.17424242,0.45075758,0.375,0.12121212,0.34831461,0.25842697,0.39325843,0.17609329,1715,3.96073903
Mark Vientos,NYM,AAA,427,0.1030445,0.28571429,0.28042328,0.35831382,0.51851852,0.23809524,0.35042735,71.94603974,16.14920058,0.379479911,128.9428592,0.168,0.484,0.348,0.10344828,0.41312741,0.27027027,0.31660232,0.15035377,1696,3.971896956
Livan Soto,LAA,AA,543,0.13075506,0.1878453,0.28070175,0.37918216,0.36184211,0.08114036,0.34463277,73.90356749,3.02061537,0.346750153,104.261413,0.21813031,0.41643059,0.36543909,0.2248062,0.44657534,0.23561644,0.31780822,0.09090909,2068,3.808471455
Heliot Ramos,SFG,AAA,475,0.08631579,0.23578947,0.22716628,0.30526316,0.34894614,0.12177986,0.28289474,44.80136012,-24.68041094,0.294018184,64.47930074,0.21864952,0.48874598,0.2926045,0.16483516,0.41139241,0.18670886,0.40189873,0.14640735,1851,3.896842105
Michael Siani,CIN,"AA,AAA",569,0.1142355,0.16695958,0.25203252,0.34507042,0.40447154,0.15243902,0.28423773,74.55100818,0.26900347,0.340369081,100.3640834,0.15656566,0.47474747,0.36868687,0.30821918,0.50374065,0.20448878,0.29177057,0.07650765,2222,3.905096661
Jordan Diaz,OAK,"AA,AAA",527,0.05313093,0.14421252,0.32586558,0.36622391,0.51527495,0.18940937,0.35338346,91.54390759,16.45718306,0.385155861,121.8602142,0.24514563,0.52184466,0.23300971,0.11458333,0.36298077,0.28846154,0.34855769,0.10856184,1787,3.390891841
Maikel Garcia,KCR,"AA,AAA",555,0.1045045,0.18378378,0.28542094,0.35934664,0.42710472,0.14168378,0.33773087,80.76545873,4.298749462,0.354117415,105.7232754,0.22572178,0.46456693,0.30971129,0.12711864,0.33756345,0.26395939,0.39847716,0.06510292,2089,3.763963964
Oswald Peraza,NYY,AAA,429,0.07925408,0.23310023,0.25906736,0.32943925,0.44818653,0.18911917,0.30223881,59.1701514,3.11196873,0.343404345,105.5513193,0.19494585,0.38628159,0.41877256,0.26724138,0.50526316,0.24912281,0.24561404,0.14368932,1545,3.601398601
Lenyn Sosa,CHW,"AA,AAA",536,0.07276119,0.15485075,0.31469979,0.36940299,0.51138716,0.19668737,0.3359375,91.39147072,21.38962994,0.384909548,130.5618665,0.2160804,0.40954774,0.37437186,0.14765101,0.45073892,0.22167488,0.32758621,0.09827496,1913,3.569029851
Israel Pineda,WSN,"A+,AA,AAA",400,0.09,0.2375,0.25833333,0.325,0.45833333,0.2,0.30555556,56.64248814,5.393352,0.347553276,110.7667289,0.20384615,0.45384615,0.34230769,0.12359551,0.49442379,0.23420074,0.27137546,0.12749517,1553,3.8825
Yainer Diaz,HOU,"AA,AAA",486,0.06995885,0.16255144,0.30561798,0.35596708,0.54157303,0.23595505,0.32173913,84.48006829,14.70225065,0.383765225,121.0616661,0.24793388,0.48484848,0.26721763,0.12371134,0.44474394,0.23989218,0.31536388,0.12827822,1754,3.609053498
Ryan Dorow,TEX,AAA,424,0.10377358,0.22877358,0.23719677,0.32227488,0.35309973,0.11590296,0.30258303,44.54239494,-17.47922808,0.305611369,71.81752552,0.23247232,0.39483395,0.37269373,0.1980198,0.36917563,0.24731183,0.38351254,0.11342735,1631,3.846698113
Jordan Groshans,TOR,"A,AAA",432,0.12731481,0.16203704,0.26344086,0.3587963,0.33064516,0.0672043,0.31456954,52.16136445,-4.043864204,0.32300537,92.60837092,0.26666667,0.42,0.31333333,0.12765957,0.3704918,0.23934426,0.39016393,0.0932768,1651,3.821759259
Ji Hwan Bae,PIT,AAA,473,0.10147992,0.16913319,0.28878282,0.36228814,0.42959427,0.14081145,0.33832335,69.17205779,7.364317925,0.353218536,111.9148798,0.18348624,0.49235474,0.32415902,0.13207547,0.33628319,0.23893805,0.42477876,0.08473625,1782,3.76744186
Liover Peguero,PIT,AA,521,0.05566219,0.21305182,0.25879917,0.30501931,0.38716356,0.12836439,0.31593407,57.36705597,-7.736951508,0.306337745,88.11601343,0.16438356,0.42739726,0.40821918,0.30872483,0.44591029,0.2585752,0.29551451,0.13209549,1885,3.618042226
Travis Swaggerty,PIT,AAA,458,0.12445415,0.25545852,0.25376884,0.34792123,0.39949749,0.14572865,0.33699634,60.92069892,1.073035368,0.337607997,101.7929445,0.18996416,0.50179211,0.30824373,0.18604651,0.42907801,0.25886525,0.31205674,0.14018161,1762,3.847161572
Logan O'Hoppe,PHI,AA,447,0.15659955,0.1655481,0.28333333,0.41610738,0.54444444,0.26111111,0.28897338,90.19198354,33.60404067,0.41913111,158.9177606,0.14748201,0.38129496,0.47122302,0.18320611,0.50865052,0.28027682,0.21107266,0.075054,1852,4.143176734
James Outman,LAD,"AA,AAA",559,0.12522361,0.27191413,0.29386892,0.39247312,0.58562368,0.29175476,0.36610169,113.3206233,33.06125944,0.415713385,141.1461747,0.303125,0.303125,0.39375,0.13492063,0.44409938,0.2826087,0.27329193,0.1196347,2190,3.917710197
David Hensley,HOU,AAA,464,0.17241379,0.22198276,0.29815303,0.42025862,0.47757256,0.17941953,0.38289963,88.42067635,20.54795683,0.397963348,130.2742501,0.24632353,0.49632353,0.25735294,0.14285714,0.37275986,0.29390681,0.33333333,0.06885759,1917,4.131465517
Peyton Burdick,MIA,AAA,430,0.12325581,0.27906977,0.21428571,0.32634033,0.40934066,0.19505495,0.27155172,54.22499133,-1.963863094,0.329452501,96.50488853,0.17695473,0.36213992,0.46090535,0.19642857,0.43724696,0.2388664,0.32388664,0.17906836,1653,3.844186047
Korey Lee,HOU,AAA,446,0.08071749,0.28475336,0.23762376,0.30717489,0.48267327,0.24504951,0.28063241,58.5701368,-6.669589301,0.333984055,89.77679751,0.24354244,0.36900369,0.38745387,0.23809524,0.50719424,0.26618705,0.22661871,0.16628176,1732,3.883408072
Will Brennan,CLE,"AA,AAA",590,0.08474576,0.11694915,0.31439394,0.37118644,0.47916667,0.16477273,0.33626374,96.44035642,20.24081269,0.372992444,126.7117189,0.23580786,0.44541485,0.31877729,0.18493151,0.34754797,0.23667377,0.41577825,0.08284024,2197,3.723728814
Michael Toglia,COL,"AA,AAA",495,0.12121212,0.3010101,0.24941725,0.34141414,0.51048951,0.26107226,0.30314961,79.89378982,16.43990681,0.366276314,124.5560231,0.21785714,0.38928571,0.39285714,0.16363636,0.49647887,0.26408451,0.23943662,0.13362488,2058,4.157575758
Vaughn Grissom,ATL,"A+,AA",442,0.08144796,0.12217195,0.32390746,0.40497738,0.49357326,0.1696658,0.34890966,83.64425561,26.44768539,0.407385753,146.2376404,0.22769231,0.41230769,0.36,0.21367521,0.50149254,0.2238806,0.27462687,0.10490798,1630,3.687782805
Francisco Alvarez,NYM,"AA,AAA",495,0.14141414,0.24848485,0.26034063,0.37373737,0.51094891,0.25060828,0.29962547,85.62483305,22.63308056,0.383765409,136.1983894,0.1799308,0.40484429,0.41522491,0.15833333,0.49829352,0.26279863,0.23890785,0.15482503,1886,3.81010101
Brett Baty,NYM,"AA,AAA",420,0.11666667,0.24761905,0.31491713,0.40952381,0.53314917,0.21823204,0.39748954,83.46473128,30.83314101,0.41406356,158.6432249,0.26086957,0.43478261,0.30434783,0.03896104,0.42801556,0.28015564,0.29182879,0.13012048,1660,3.952380952
Kyle Stowers,BAL,AAA,407,0.11056511,0.25552826,0.26361032,0.35714286,0.52722063,0.26361031,0.3173913,69.13124219,15.94783812,0.381089455,129.9864937,0.24793388,0.37603306,0.37603306,0.14285714,0.4291498,0.25101215,0.31983806,0.15097915,1583,3.889434889
Gunnar Henderson,BAL,"AA,AAA",503,0.15705765,0.2306163,0.2972973,0.41550696,0.53071253,0.23341523,0.36428571,98.84504849,34.3052618,0.412347055,153.5680839,0.20274914,0.4604811,0.33676976,0.14285714,0.45150502,0.25083612,0.29765886,0.11001965,2036,4.047713718
Spencer Steer,MIN,"AA,AAA",492,0.10365854,0.18089431,0.27400468,0.36382114,0.51522248,0.2412178,0.29559748,84.30310492,18.34526799,0.382884873,127.4017709,0.20771513,0.37982196,0.41246291,0.21582734,0.49853372,0.23460411,0.26686217,0.08870968,1984,4.032520325
Matt Wallner,MIN,"AA,AAA",571,0.16987741,0.29772329,0.27729258,0.41155867,0.54148472,0.26419214,0.37593985,113.3093815,35.04050118,0.414087529,144.1502132,0.28125,0.32291667,0.39583333,0.16666667,0.50171821,0.24398625,0.25429553,0.16870096,2294,4.017513135
Alec Burleson,STL,AAA,470,0.06170213,0.14255319,0.33101852,0.37234043,0.53240741,0.20138889,0.35042735,84.25820396,22.84247936,0.392204002,137.1932099,0.25474255,0.43089431,0.31436314,0.15517241,0.38172043,0.27150538,0.34677419,0.11489362,1645,3.5
Anthony Prato,MIN,"A+,AA",565,0.11858407,0.2300885,0.2851153,0.38297872,0.44444444,0.15932914,0.36627907,92.82975676,16.72480597,0.376671038,122.2627689,0.24068768,0.37535817,0.38395415,0.1641791,0.41853933,0.25561798,0.3258427,0.09439788,2267,4.012389381
TJ Hopkins,CIN,"AA,AAA",528,0.09090909,0.27651515,0.25910064,0.33333333,0.45824411,0.19914347,0.32679739,73.59695042,4.658469368,0.349576538,106.7588114,0.18867925,0.38679245,0.4245283,0.14814815,0.41945289,0.27963526,0.30091185,0.14114833,2090,3.958333333
Marty Bechina,OAK,"A+,AA,AAA",408,0.11029412,0.31617647,0.22126437,0.33251232,0.35057471,0.12931034,0.32701422,46.597768,-10.2506221,0.319809539,83.05886445,0.21004566,0.42922374,0.36073059,0.39240506,0.47488584,0.26027397,0.26484018,0.12233122,1733,4.24754902
Spencer Horwitz,TOR,"AA,AAA",483,0.15113872,0.19668737,0.27543424,0.39130435,0.4516129,0.17617866,0.33221477,80.80542561,19.29605347,0.377191993,131.960689,0.22222222,0.46405229,0.31372549,0.1875,0.48387097,0.19677419,0.31935484,0.10115752,1987,4.113871636
Seth Gray,MIN,"A+,AA",506,0.09881423,0.32608696,0.23690205,0.33596838,0.38952164,0.15261959,0.3372093,65.49749592,2.612498941,0.335059176,104.7714143,0.16296296,0.43333333,0.4037037,0.13761468,0.45090909,0.27636364,0.27272727,0.17125689,1997,3.946640316
Dominic Fletcher,ARI,"AA,AAA",591,0.09306261,0.19120135,0.31166348,0.3779661,0.48565966,0.17399618,0.37283951,99.97692807,14.22527939,0.377149264,116.8755949,0.27317073,0.40731707,0.3195122,0.13740458,0.3277512,0.23684211,0.4354067,0.08796499,2285,3.866328257
Kyle McCann,OAK,"AA,AAA",458,0.12227074,0.33406114,0.23350254,0.33842795,0.44416244,0.2106599,0.32126697,64.63345806,-0.247019698,0.349875934,99.6952642,0.19665272,0.45188285,0.35146444,0.19047619,0.47933884,0.23966942,0.28099174,0.17505353,1868,4.07860262
Colin Simpson,COL,A+,373,0.09651475,0.20911528,0.3,0.36997319,0.53030303,0.23030303,0.34309623,68.73556524,21.68535694,0.396183355,146.0898213,0.22,0.324,0.456,0.22807018,0.47081712,0.28404669,0.24513619,0.12543074,1451,3.890080429
Quincy McAfee,CIN,"A+,AA",384,0.11979167,0.2578125,0.21118012,0.32552083,0.32919255,0.11801243,0.27272727,40.10711318,-9.423612333,0.307961753,81.0664713,0.20535714,0.375,0.41964286,0.20212766,0.46491228,0.22807018,0.30701754,0.10843373,1577,4.106770833
Beau Philip,ATL,A+,449,0.13808463,0.29175947,0.22133333,0.33705357,0.34133333,0.12,0.29957806,53.45619506,-4.500958005,0.320868753,92.23399051,0.13469388,0.46530612,0.4,0.21428571,0.468,0.26,0.272,0.13117547,1761,3.922048998
Matthew Lugo,BOS,"A+,AA",524,0.06679389,0.19847328,0.28242678,0.33843212,0.4916318,0.20920502,0.32590529,82.77177867,15.18303641,0.36841886,122.3419823,0.18378378,0.41351351,0.4027027,0.19463087,0.42970822,0.22015915,0.35013263,0.15153173,1828,3.488549618
Tyler Callihan,CIN,"A,A+",361,0.07479224,0.22160665,0.25,0.31111111,0.39634146,0.14634146,0.30864198,42.99943363,-0.900094819,0.323832227,98.194896,0.23673469,0.4,0.36326531,0.2247191,0.41434263,0.26693227,0.3187251,0.13097072,1298,3.595567867
Marcus Smith,TEX,A,385,0.17142857,0.42337662,0.17880795,0.33595801,0.2615894,0.08278145,0.35251799,41.06554085,-9.003182708,0.306215553,82.01834985,0.15384615,0.51048951,0.33566434,0.0625,0.42281879,0.2885906,0.2885906,0.12112676,1775,4.61038961
LJ Talley,TOR,"AA,AAA",444,0.09009009,0.1981982,0.26395939,0.33783784,0.41878173,0.15482234,0.30872483,58.89943711,1.458094891,0.336112799,102.3124146,0.27062706,0.38613861,0.34323432,0.21153846,0.3961039,0.28246753,0.32142857,0.08940397,1812,4.081081081
Ryan Ward,LAD,AA,506,0.0770751,0.22924901,0.25490196,0.31881188,0.48583878,0.23093682,0.2807571,71.22891679,-0.299137532,0.349656991,99.58178992,0.18879056,0.40707965,0.40412979,0.18248175,0.43148688,0.28279883,0.28571429,0.13361839,1871,3.697628458
Clay Dungan,KCR,AAA,515,0.09126214,0.19417476,0.2079646,0.29434698,0.3340708,0.1261062,0.24495677,46.43940233,-20.85655122,0.287045033,69.00771871,0.15714286,0.40571429,0.43714286,0.20261438,0.41504178,0.22284123,0.36211699,0.08350305,1964,3.813592233
Cody Milligan,ATL,"A+,AA",575,0.14086957,0.18086957,0.29606625,0.39652174,0.38095238,0.08488613,0.3671875,86.97969623,12.30173464,0.363608367,116.6793903,0.22751323,0.45502646,0.31746032,0.09166667,0.34375,0.23958333,0.41666667,0.09472702,2143,3.726956522
Nick Sogard,BOS,"AA,AAA",472,0.12923729,0.18644068,0.25436409,0.35881104,0.34912718,0.09476309,0.31410256,59.58592287,-0.74881415,0.327914638,98.93345801,0.20253165,0.43037975,0.36708861,0.18965517,0.41009464,0.23343849,0.35646688,0.07832618,1864,3.949152542
Aaron Shackelford,PIT,"AA,AAA",459,0.08714597,0.29411765,0.23244552,0.30567686,0.48184019,0.24939467,0.27667984,63.34361452,5.895716134,0.340568826,110.5663517,0.16666667,0.39130435,0.44202899,0.18032787,0.53928571,0.22857143,0.23214286,0.15679639,1773,3.862745098
Brett Wisely,TBR,"AA,AAA",523,0.12045889,0.21032505,0.27272727,0.36590038,0.45454545,0.18181818,0.32826748,80.27445119,11.9992475,0.367105749,117.577774,0.15835777,0.3431085,0.49853372,0.11764706,0.43641618,0.24855491,0.3150289,0.1203424,1986,3.797323136
Cam Devanney,MIL,"AA,AAA",515,0.09320388,0.21359223,0.26385809,0.34174757,0.49223947,0.22838138,0.29538462,78.31936111,11.0841093,0.365059384,116.48335,0.18128655,0.3625731,0.45614035,0.16666667,0.44985673,0.25787966,0.29226361,0.13702172,1934,3.755339806
Cade Marlowe,SEA,"AA,AAA",578,0.10726644,0.26989619,0.28657315,0.37716263,0.48697395,0.2004008,0.37037037,98.71618546,16.71516888,0.383048004,120.428056,0.22580645,0.41348974,0.36070381,0.13821138,0.47262248,0.28242075,0.24495677,0.1475261,2203,3.811418685
Jake Means,KCR,AA,430,0.11395349,0.27674419,0.208,0.30697674,0.35466667,0.14666667,0.27235772,43.29946721,-17.48524299,0.304244606,71.23414271,0.25301205,0.37349398,0.37349398,0.31182796,0.47876448,0.22779923,0.29343629,0.1199284,1676,3.897674419
Bryce Ball,CHC,AA,562,0.1227758,0.21530249,0.2654321,0.35650624,0.40534979,0.13991769,0.32960894,76.69692081,3.33371806,0.347187472,104.5441283,0.22802198,0.42857143,0.34340659,0.208,0.47154472,0.24390244,0.28455285,0.10678277,2182,3.882562278
Mason McCoy,SEA,AAA,503,0.09940358,0.2584493,0.25565611,0.332,0.47285068,0.21719457,0.31081081,70.48946142,-3.088077206,0.343504401,95.80296207,0.23566879,0.39808917,0.36624204,0.16521739,0.459375,0.25625,0.284375,0.11544228,2001,3.978131213
Evan Mendoza,STL,AAA,421,0.13301663,0.13301663,0.24722222,0.34761905,0.325,0.07777778,0.28052805,47.88143388,-7.131374759,0.314850484,87.03688298,0.24834437,0.37086093,0.3807947,0.20869565,0.28802589,0.23624595,0.47572816,0.0672619,1680,3.990498812
Luis Yanel Diaz,LAD,"A,A+",443,0.09706546,0.26410835,0.25449871,0.33257919,0.44730077,0.19280206,0.31538462,64.78484662,2.268033223,0.352928705,103.1575959,0.16044776,0.51492537,0.32462687,0.13793103,0.40217391,0.26086957,0.33695652,0.16387337,1611,3.636568849
Robert Perez Jr.,SEA,"A,A+",568,0.125,0.25,0.28817204,0.39788732,0.52258065,0.23440861,0.3485342,110.9076737,30.33458932,0.410581224,139.8484297,0.19504644,0.40557276,0.3993808,0.19379845,0.47904192,0.26347305,0.25748503,0.16136687,2107,3.709507042
Carlos Luis,SDP,"A,A+",446,0.10089686,0.18609865,0.30534351,0.37668161,0.44020356,0.13486005,0.36893204,73.92891108,10.3132182,0.375025074,115.3664439,0.13504823,0.585209,0.27974277,0.10344828,0.38412698,0.25079365,0.36507937,0.10657596,1764,3.955156951
Ismael Alcantara,LAD,"A+,AA",404,0.06930693,0.26485149,0.1915493,0.27135678,0.30985915,0.11830985,0.24691358,31.87577824,-18.73327801,0.270589145,61.77609671,0.18930041,0.50617284,0.30452675,0.14864865,0.44705882,0.26666667,0.28627451,0.13808901,1528,3.782178218
Rafael Lantigua,TOR,"AA,AAA",547,0.09689214,0.19195612,0.27402863,0.34552102,0.39263804,0.11860941,0.33421053,71.37742202,2.002005696,0.332323534,103.0124167,0.17553191,0.51329787,0.31117021,0.17948718,0.45953003,0.23759791,0.30287206,0.11567517,2118,3.87202925
Aldenis Sanchez,NYY,A+,363,0.11570248,0.2892562,0.25714286,0.34986226,0.30793651,0.05079365,0.37914692,41.43806471,-5.418163713,0.314870576,88.43662007,0.18536585,0.6,0.21463415,0.09090909,0.38497653,0.19248826,0.42253521,0.14505495,1365,3.760330579
Luis Mieses,CHW,"A+,AA",553,0.05063291,0.16636528,0.28433269,0.32549729,0.44680851,0.16247582,0.31961259,76.62392296,5.093579175,0.345665023,107.1273874,0.20813397,0.4354067,0.35645933,0.23489933,0.44,0.25647059,0.30352941,0.14117043,1948,3.522603978
Diego Infante,TBR,"A+,AA,AAA",473,0.09302326,0.28541226,0.2759434,0.34038055,0.43160377,0.15566037,0.37010676,65.89530606,4.576945793,0.347684432,107.546492,0.18214286,0.48571429,0.33214286,0.13978495,0.36824324,0.26013514,0.37162162,0.14989177,1848,3.906976744
Jose Peroza,NYM,A+,459,0.10457516,0.23965142,0.27135678,0.3558952,0.39949749,0.12814071,0.35087719,64.5169903,5.269032038,0.347182963,108.8931875,0.23426573,0.4020979,0.36363636,0.17307692,0.40878378,0.26689189,0.32432432,0.15020946,1671,3.640522876
Alexander Canario,CHC,"A+,AA,AAA",534,0.11048689,0.2752809,0.25215517,0.34333959,0.55603448,0.30387931,0.28268551,91.55566679,22.55506991,0.387709741,132.9340856,0.17571885,0.39616613,0.42811502,0.20895522,0.54658385,0.23602484,0.2173913,0.13397348,2187,4.095505618
Wenceel Perez,DET,"A+,AA",407,0.1031941,0.14987715,0.29494382,0.36855037,0.53370787,0.23876405,0.31707317,72.40695592,21.92743846,0.392372632,143.4367873,0.25,0.34121622,0.40878378,0.18181818,0.44370861,0.2218543,0.33443709,0.08268734,1548,3.803439803
Sebastian Espino,TOR,AA,380,0.05789474,0.43684211,0.18079096,0.23421053,0.36440678,0.18361582,0.28571429,28.0540702,-19.43061856,0.262277928,59.08024446,0.17032967,0.38461538,0.44505495,0.27160494,0.5026455,0.23809524,0.25925926,0.24513096,1489,3.918421053
Kenneth Betancourt,LAD,"A,AA",402,0.08706468,0.1641791,0.27222222,0.3375,0.37222222,0.1,0.32081911,50.99627978,-7.810951708,0.33198736,86.34144726,0.20962199,0.51546392,0.27491409,0.2125,0.36877076,0.22923588,0.40199336,0.09737029,1407,3.5
Juan Carlos Negret,KCR,A+,377,0.0928382,0.24933687,0.2218845,0.29708223,0.44072948,0.21884498,0.24336283,46.64838706,0.144147079,0.327177455,100.3099655,0.17721519,0.2742616,0.54852321,0.33846154,0.5,0.25819672,0.24180328,0.16702509,1395,3.700265252
Cullen Large,TOR,AAA,468,0.1025641,0.27136752,0.23844282,0.32692308,0.3649635,0.12652068,0.32616487,53.04407519,-8.110305908,0.314389502,86.73798056,0.21505376,0.45878136,0.32616487,0.13186813,0.43309859,0.25,0.31690141,0.11414791,1866,3.987179487
Tirso Ornelas,SDP,"AA,AAA",507,0.08678501,0.17159763,0.28571429,0.35247525,0.4043956,0.11868131,0.33884298,69.05583379,-2.687344655,0.344440874,96.31434828,0.25613079,0.4986376,0.24523161,0.22222222,0.42587601,0.25876011,0.31536388,0.07696103,2027,3.998027613
Marcus Chiu,MIA,"A+,AA",394,0.07106599,0.2893401,0.22190202,0.31043257,0.37175793,0.14985591,0.29279279,44.30735822,-4.99094017,0.314984983,90.30530913,0.15217391,0.49130435,0.35652174,0.17073171,0.43829787,0.25106383,0.3106383,0.14580559,1502,3.812182741
Jancarlos Cintron,ARI,"AA,AAA",436,0.05733945,0.1353211,0.3375,0.37819026,0.49,0.1525,0.37982196,75.00216541,12.03170339,0.380396937,118.9859103,0.29498525,0.44542773,0.25958702,0.15909091,0.4610951,0.25072046,0.28818444,0.09861019,1511,3.46559633
Chris Seise,TEX,A+,388,0.09536082,0.32216495,0.24566474,0.31865285,0.38439306,0.13872832,0.35211268,46.61573133,-3.467510077,0.322199557,93.07650627,0.2,0.5255814,0.2744186,0.16949153,0.34529148,0.24215247,0.41255605,0.16317169,1526,3.932989691
Jeisson Rosario,NYY,AA,433,0.147806,0.18937644,0.24309392,0.36258661,0.40883978,0.16574586,0.28413284,62.61240719,8.50485395,0.348222535,115.7184227,0.18772563,0.42960289,0.38267148,0.19811321,0.44522968,0.25088339,0.30388693,0.11130952,1680,3.879907621
Johnathan Rodriguez,CLE,"A+,AA",434,0.06221198,0.31105991,0.26865672,0.31797235,0.539801,0.27114428,0.33744856,69.90350217,16.18660689,0.373071407,130.3084961,0.20833333,0.39772727,0.39393939,0.23076923,0.42007435,0.2267658,0.35315985,0.16909091,1650,3.801843318
Jake Scheiner,SEA,AA,568,0.12852113,0.20950704,0.25157233,0.3556338,0.45492662,0.20335429,0.28612717,85.5793882,5.287026824,0.360875549,106.5847196,0.19889503,0.37016575,0.43093923,0.24358974,0.48501362,0.19346049,0.32152589,0.12138229,2315,4.075704225
Abrahan Gutierrez,PIT,A+,441,0.11791383,0.25396825,0.25729443,0.35600907,0.41114058,0.15384615,0.3307393,64.06565733,7.141148418,0.352951135,112.5449451,0.25,0.43939394,0.31060606,0.14634146,0.41851852,0.24074074,0.34074074,0.10028329,1765,4.002267574
Jose Sanchez,WSN,A+,452,0.09955752,0.18584071,0.23115578,0.31485588,0.31658291,0.08542713,0.27884615,45.52559816,-12.81879646,0.298431247,78.02908653,0.20512821,0.44230769,0.3525641,0.30909091,0.44514107,0.26645768,0.28840125,0.09507042,1704,3.769911504
Ricardo Mendez,WSN,A+,358,0.0698324,0.20111732,0.22699387,0.28611898,0.3190184,0.09202453,0.27710843,31.18066116,-15.03016467,0.281760109,67.47479752,0.20491803,0.48770492,0.30737705,0.32,0.39922481,0.24031008,0.36046512,0.09945184,1277,3.567039106
Davis Schneider,TOR,"A+,AA,AAA",454,0.14317181,0.25550661,0.25326371,0.36563877,0.45691906,0.20365535,0.3201581,72.86636715,15.48318711,0.367609159,127.0502436,0.23664122,0.24427481,0.51908397,0.22794118,0.4887218,0.2556391,0.2556391,0.10021097,1896,4.176211454
Jacob Gonzalez,PIT,"A,A+",480,0.075,0.13125,0.30496454,0.37708333,0.45862884,0.1536643,0.32954545,79.03997631,18.22165061,0.380622785,131.5059414,0.25348189,0.42896936,0.31754875,0.33333333,0.44751381,0.2679558,0.28453039,0.10464433,1701,3.54375
Jacob Pearson,ATL,"A+,AA",407,0.12039312,0.2039312,0.2283237,0.33251232,0.33236994,0.10404624,0.2851711,45.50463598,-7.193082908,0.314231121,86.50356677,0.20152091,0.3460076,0.45247148,0.20168067,0.45522388,0.27985075,0.26492537,0.1278481,1580,3.882063882
Shane Matheny,SFG,"AA,AAA",432,0.1412037,0.31944444,0.24309392,0.35897436,0.40331492,0.160221,0.3507109,60.33690888,5.28843007,0.343756665,111.2490317,0.20179372,0.39013453,0.40807175,0.15384615,0.43171806,0.29515419,0.27312775,0.134952,1771,4.099537037
Quincy Nieporte,DET,AA,518,0.07722008,0.16409266,0.27015251,0.33139535,0.53594771,0.2657952,0.26345609,83.86034168,19.13121332,0.369219823,129.5558025,0.22309711,0.30971129,0.4671916,0.20224719,0.41145833,0.2890625,0.29947917,0.09521436,2006,3.872586873
Justin Connell,WSN,"A+,AA",460,0.11956522,0.2826087,0.23393316,0.34354486,0.40359897,0.16966581,0.31174089,62.45057063,4.635319535,0.338158969,107.9943777,0.18677043,0.39299611,0.42023346,0.17592593,0.48484848,0.23484848,0.28030303,0.12965964,1851,4.023913043
